Active;Available_for_order;Categories;Color;Delivery_time_of_in_stock_products;Description;Image_URLs;Manufacturer;Name;Product_ID;Quantity;Weight;Wholesale_price
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;3;Stojak serwisowy Eyen Service Stand 2.0 to niezwykle przydatne akcesorium dla osób zajmujących się konserwacją i naprawą rowerów. Znacznie zwiększy on komfort pracy, zapewniając łatwe dojście nawet do trudnodostępnych miejsc. Zastosowane w nim rozwiązania, takie jak choćby tacka na narzędzia, czy obrotowa głowica sprawią, że pielęgnacja Twoich dwóch kółek przebiegnie szybciej, sprawniej oraz wygodniej.Najważniejsze cechy W przeciwieństwie do poprzedniego modelu, w tej wersji zacisk zamyka się przy pomocy specjalnego pokrętła. Dzięki temu jest on niewielki, a jednocześnie trwały i równie łatwy w obsłudze, jak stosowany wcześniej szybkozamykacz.Produkt ułatwia dostęp do wszystkich części, jak choćby: koła, łańcuch, przerzutki, hamulce, suport, korba, itp. Usprawnia tym samym wykonywanie napraw, regulacji i konserwacji. Obrotowa głowica pozwala na zmianę położenia roweru w trakcie pracy.Eyen Service Stand 2.0 znacznie ułatwi Ci prace podejmowane przy rowerze. Dzięki zamocowanej na nim czterokomorowej tacce możesz odkładać śrubki bez obaw o ich zgubienie i mieć pod ręką wszystkie niezbędne narzędzia oraz płyny.Wysokość, na jakiej znajduje się rower można w łatwy sposób regulować. Dzięki temu dopasujesz ją do swoich potrzeb i pozycji, np. siedzącej lub stojącej, sprawiając, że naprawa lub mycie roweru staną się znacznie wygodniejsze.Stojak wyróżnia się składaną konstrukcją, dzięki czemu nie zajmuje dużo miejsca, kiedy nie jest używany. Jego rozłożenie wymaga niewiele czasu i nie wymaga żadnych narzędzi. To produkt łatwy w obsłudze. W tym modelu zastosowano dwie nogi, dzięki czemu bez problemu można postawić go przy ścianie. Takie rozwiązanie ułatwia rozstawienie w małych pomieszczeniach. Konstrukcję wyważono w taki sposób, że ciężar roweru stabilizuje stojak. Marka+EYENPolska marka specjalizująca się w produkcji odzieży, akcesoriów oraz części rowerowych, przeznaczonych zarówno dla osób jeżdżących rekreacyjnie, jak i entuzjastów kolarstwa.;https://www.centrumrowerowe.pl/photo/product/eyen-service-stand-2-0-2-205627-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/eyen-service-stand-2-0-2-205627-f-sk7-w780-h554_2.png;EYEN;Stojak serwisowy EYEN Service Stand 2.0;DD205627;5;1.077; 199.99
1;1;stojaki-serwisowe-na-rower;Color:srebrny:0;4;Stojak serwisowy Bike Hand YC-100ST to profesjonalne akcesorium, które umożliwia łatwe i wygodne serwisowanie roweru w domu, garażu czy w warsztacie rowerowym. Został wykonany z wysokiej jakości aluminium, co gwarantuje wytrzymałość i stabilność podczas pracy. Dzięki przemyślanej konstrukcji, stojak można łatwo i szybko złożyć oraz przechowywać w dowolnym miejscu. Jego regulacja wysokości jest bardzo intuicyjna – za pomocą jednej dźwigni jesteśmy w stanie łatwo podnieść lub opuścić uchwyt, na którym zamocowany jest rower. Dzięki temu, użytkownik może swobodnie dostosować wysokość ramienia do potrzeb serwisowych, co zapewnia wygodę i ergonomię podczas pracy. Szczęki stojaka są pokryte specjalnymi, miękkimi, gumowymi elementami, które zapobiegają uszkodzeniom i zarysowaniom lakieru podczas serwisowania. ;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-100st-2-190807-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-100st-2-190807-f-sk7-w780-h554_2.png;BIKE HAND;Stojak serwisowy BIKE HAND YC-100ST;DD190807;3;1.611; 849.99
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;7;Poszukujesz stojaka do przechowywania i serwisu? TwoUp TuneUp Bike Stand marki Topeak spełni te funkcje znakomicie. Urządzenie wykonane z rur aluminiowych 6061 T6 jest na tyle stabilne, że pozwala na zawieszenie do 4 sztuk rowerów. Możliwe jest to dzięki wyciąganemu centralnemu filarowi, który osiąga do 214 cm. Stabilną pozycję zapewnia zbudowana z trzech elementów podstawa, osiągająca po rozłożeniu średnicę 90 cm. Do regulacji wysięgu i rozstawienia nóg statywu służą wygodne szybkozamykacze. Same uchwyty zaś są przykręcane śrubą dla większej kontroli docisku na elemencie centralnym. Znajdujące się w zestawie dwa wieszaki mają możliwość regulacji w zakresie 30 stopni. Opcjonalnie można dokupić kolejną parę uchwytów. Niewielka masa statywu wynosząca 5,5 kg sprawia, że z powodzeniem może on być również wykorzystywany do serwisowania rowerów. Dodatkową zaletą jest w tym przypadku także element służący do stabilizacji kierownicy. Za ochronę ramy przed zarysowaniem odpowiadają gumowe elementy umieszczone na hakach.Stojak nadaje się do przechowywania maksymalnie czterech rowerów, których łączna waga może osiągnąć nawet 72 kg, co jest bardzo dobrym wynikiem, biorąc pod uwagę jego własny ciężar. Na każde mocowanie przypada maksymalne obciążenie 18 kg.Najważniejsze informacje:Dzięki wieloletniemu doświadczeniu niemieckiej firmy Topeak zdobytemu w branży akcesoriów rowerowych możesz być pewien trwałości i jakości oferowanego przez nią urządzenia.Zastosowanie stojaka można zobaczyć na załączonym materiale filmowym.;https://www.centrumrowerowe.pl/photo/product/topeak-twoup-tuneup-2-195627-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-twoup-tuneup-2-195627-f-sk7-w780-h554_2.png;TOPEAK;Stojak na rower TOPEAK TwoUp TuneUp;DD195627;4;2.756; 899.99
1;1;stojaki-serwisowe-na-rower;Color:niebieski:0;7;Serwisujesz swój jednoślad? Chcesz komfortowo i precyzyjnie dotrzeć do trudno dostępnych miejsc? Stojak montażowy PARK TOOL PCS-9.3 pozwoli Ci na przyjemną i sprawną konserwację swojego roweru. Z jego pomocą możesz np. zamontować nowe części.Konstrukcja stojaka gwarantuje stabilność oraz bezpieczeństwo Twojego jednośladu. Do dyspozycji masz rurę teleskopową, dlatego dostosujesz wysokość mocowania do swoich potrzeb. Maksymalne obciążenie to 36 kilogramy.Niezależnie od tego, jaki rower posiadasz, Park Tool PCS-9.3 jest wszechstronny i uniwersalny. Po rozłożeniu zablokujesz nóżki, dlatego cała konstrukcja jest solidna. Bez problemu poradzisz sobie z mocowaniem roweru. Możesz zacisnąć sztycę lub ramę w obrotowej szczęce. Po zakończeniu prac montażowych i konserwacyjnych z łatwością złożysz stojak, a następnie przechowasz go w piwnicy czy też garażu. Tak prosta i niewielka konstrukcja sprawdza się również podczas transportu autem.;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-9-3-2-181589-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-9-3-2-181589-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-9.3;DD181589;6;1.757; 999.99
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;3;Stojak serwisowy, który idealnie sprawdzi się zarówno w profesjonalnym serwisie jak i w przydomowym warsztacie.  Trójnożna podstawa gwarantuje stabilność stojaka, a udźwig do 29,5 kg pozwala na serwisowanie każdego typu roweru (z rowerami elektrycznymi włącznie).;https://www.centrumrowerowe.pl/photo/product/feedback-sport-mechanic-2-99788-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-sport-mechanic-2-99788-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Sport-Mechanic;DD99788;8;1.176; 889.99
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;6;\r\nStojak warsztatowy do rowerów ze stabilną statywową podstawą z szybkozamykaczem. Składany do małych rozmiarów do przechowywania lub transportu. \r\n;https://www.centrumrowerowe.pl/photo/product/topeak-prepstand-elite-2-196942-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-prepstand-elite-2-196942-f-sk7-w780-h554_2.png;TOPEAK;Stojak serwisowy TOPEAK PrepStand Elite;DD196942;7;1.531;1 249.99
1;1;stojaki-serwisowe-na-rower;Color:czarny-czarny-srebrny:0;9;;https://www.centrumrowerowe.pl/photo/product/topeak-dual-touch-2-94833-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-dual-touch-2-94833-f-sk7-w780-h554_2.png;TOPEAK;Stojak na rower TOPEAK Dual-Touch;DD94833;2;1.885; 829.99
1;1;stojaki-serwisowe-na-rower;Color:czerwony:0;5;Niezwykle lekki i stabilny stojak serwisowy marki Feedback. Regulowana wysokość wraz z obrotową głowicą zdecydowanie podniosą komfort Twojej pracy. Z kolei maksymalny udźwig do 38 kg pozwoli na serwisowanie nawet ciężkich rowerów elektrycznych.;https://www.centrumrowerowe.pl/photo/product/feedback-ultralight-2-99786-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-ultralight-2-99786-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Ultralight;DD99786;4;2.342;1 389.99
1;1;stojaki-serwisowe-na-rower;Color:czerwony:0;5;;https://www.centrumrowerowe.pl/photo/product/feedback-sprint-2-99805-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-sprint-2-99805-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Sprint;DD99805;3;1.766;1 299.99
1;1;stojaki-serwisowe-na-rower;Color:niebieski:0;6;Składany stojak montażowy PCS-4-1 od Park Tool pozwala na wygodne ustawienie roweru. Ramię wykonane z duraluminium obraca się o 360 stopni.;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-1-2-4614-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-1-2-4614-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-4-1;DD4614;6;0.362;1 799.99
1;1;stojaki-serwisowe-na-rower;Color:czerwony:0;4;;https://www.centrumrowerowe.pl/photo/product/feedback-sprint-2-203793-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-sprint-2-203793-f-sk7-w780-h554_2.png;FEEDBACK;Adapter osi do stojaka serwisowego FEEDBACK Sprint;DD203793;1;2.005;89.99
1;1;stojaki-serwisowe-na-rower;Color:niebieski:0;2;\r\nSkładany stojak montażowy PCS-4-2 od Park Tool pozwala na wygodne ustawienie roweru. Możliwość regulacji wysokości urządzenia. \r\n\r\n;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-2-2-99020-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-2-2-99020-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-4-2;DD99020;4;1.804;1 899.99
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;5;FEEDBACK Recreational to prosty, kompaktowy stojak serwisowy, który idealnie sprawdzi się w przydomowym warsztacie, czy też w niewielkim serwisie.;https://www.centrumrowerowe.pl/photo/product/feedback-recreational-2-203744-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-recreational-2-203744-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Recreational;DD203744;6;2.131; 969.99
1;1;stojaki-serwisowe-na-rower;Color:czarny:0;10;Profesjonalny stojak montażowy PRS-25 od Park Tool wyposażony jest w ramię obracające się o 360 stopni. Stabilna i jednocześnie lekka konstrukcja.;https://www.centrumrowerowe.pl/photo/product/park-tool-prs-25-2-118812-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-prs-25-2-118812-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PRS-25;DD118812;2;2.782;1 999.99
1;1;narzedzia-rowerowe;Color:niebieski:0;9;;https://www.centrumrowerowe.pl/photo/product/park-tool-tl-4-2-2-81368-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-tl-4-2-2-81368-f-sk7-w780-h554_2.png;PARK TOOL;Łyżki do opon PARK TOOL TL-4.2;DD81368;1;0.021;23.99
1;1;stojaki-serwisowe-na-rower;Color:czerwony:0;2;Aby sprawnie i wygodnie przeprowadzić serwis roweru niezbędny jest odpowiedni stojak. Feedback Sports Pro Mechanic to następca cieszącego się dobrą reputacją modelu Pro Elite. W nowej odsłonie konstrukcję poddano dodatkowym ulepszeniom, dzięki czemu jeszcze lepiej sprawdzi się zarówno w warsztacie domowym, jak i komercyjnym. Amerykański producent zadbał, aby sprzęt był nie tylko łatwy w użytkowaniu, ale również w przechowywaniu i transporcie. Stosunkowo lekka masa (ok. 5,7 kg) sprawi, że bez przewieziesz go w dowolne miejsce.Najważniejsze cechy Zacisk wyposażony został w specjalny mechanizm zapadkowy z mikroregulacją, pozwalając na dokładne dopasowanie siły trzymania do ramy, zapobiegając jej uszkodzeniu. Ma również wygodne w obsłudze pokrętło. Dzięki niemu zamocowanie roweru i jego zwolnienie może odbywać się przy udziale jednej ręki.Projektanci zadbali o jak najwyższy komfort użytkowania. Dlatego głowica obraca się o 360°, co oznacza, że można obracać ją wokół jej własnej osi. Pozwoli Ci to zmieniać pozycję roweru, dostosowując ją do swoich preferencji. Uchwyt na rower można złożyć, dzięki czemu łatwiej jest przenosić i przechowywać stojak.Stojak utrzymujący rower w czasie czynności serwisowych powinien być trwały. Dlatego Feedback Sport Pro Mechanic powstał z solidnego, anodowanego stopu aluminium 6061 T6. Dzięki temu jest niezwykle lekki, bardzo wytrzymały oraz odporny na korozję. Wyposażono go też w mocne, metalowe złącza i praktyczne szybkozamykacze.Podstawa stojaka składa się z trzech, mocnych ramion. Każde z nich wykończono gumową zaślepką, co zapobiega ślizganiu się i przesuwaniu po podłodze. Taka konstrukcja przekłada się na doskonałą stabilność i pozwala na przeprowadzanie precyzyjnych prac serwisowych. Warto zaznaczyć, że podstawę można łatwo złożyć, co ułatwi transport stojaka.Marka+Feedback SportsFeedback Sports to renomowana marka produkująca wysokiej jakości \r\nnarzędzia i akcesoria rowerowe. Jest ona ceniona ze względu na innowacyjne i funkcjonalne produkty przydające się amatorom, zawodowcom oraz mechanikom rowerowym. Dba ona o trwałość swoich wyrobów, stosuje wysokiej jakości materiały, co przekłada się na ich długotrwałe i niezawodne działanie.;https://www.centrumrowerowe.pl/photo/product/feedback-pro-mechanic-2-203500-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-pro-mechanic-2-203500-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Pro Mechanic;DD203500;3;2.201;1 899.99
1;1;narzedzia-rowerowe;Color:czarny-szary:0;8;;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-329-2-55030-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-329-2-55030-f-sk7-w780-h554_2.png;BIKE HAND;Skuwacz do łańcucha BIKE HAND YC-329;DD55030;8;0.071;26.99
1;1;narzedzia-rowerowe;Color:czarny:0;9;;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-120b-2-194-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-120b-2-194-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do wolnobiegu BIKE HAND YC-120B;DD194;4;0.057;26.99
1;1;narzedzia-rowerowe;Color:czarny:0;7;Klucz Bike Hand YC-121A wykonany został z utwardzonej stali chromowo-molibdenowej. Jest narzędziem przystosowanym do wolnobiegu Shimano. Model cechuje się dużą wytrzymałością, dzięki czemu dobrze będzie się sprawdzał przez wiele lat. ;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-121a-2-7247-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-121a-2-7247-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do wolnobiegu BIKE HAND YC-121A;DD7247;10;2.643;24.99
1;1;narzedzia-rowerowe;Color:niebieski-srebrny:0;2;Narzędziownik Euro 6 marki UNIOR to niezwykle wszechstronny produkt, przy pomocy którego naprawisz drobną usterkę, by dalej ruszyć w trasę. Klucze i wkrętaki zostały zaprojektowane i stworzone przy wykorzystaniu wysokiej jakości materiału – to gwarancja długiej żywotności. Potwierdza to certyfikat jakości ISO9001. Ponadto ergonomiczny kształt chromowanych narzędzi umożliwia bezpieczną pracę. Dodatkowo oksydowane końcówki zapewniają zwiększoną trwałość.W zestawie znajdują się:;https://www.centrumrowerowe.pl/photo/product/unior-euro-6-2-149088-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/unior-euro-6-2-149088-f-sk7-w780-h554_2.png;UNIOR;Multitool UNIOR Euro 6;DD149088;1;1.489;29.99
1;1;narzedzia-rowerowe;Color:szary:0;8;;https://www.centrumrowerowe.pl/photo/product/bike-hand-shimano-yc-26bb-1a-2-57452-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-shimano-yc-26bb-1a-2-57452-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do suportu BIKE HAND Shimano YC-26BB-1A;DD57452;6;1.698;29.99
1;1;narzedzia-rowerowe;Color:czarny:0;8;Eyen Hexy S8 to bardzo wygodne w użyciu i praktyczne akcesorium, które każdy rowerzysta powinien mieć przy sobie. Może okazać się szczególnie przydatne na dalszych wycieczkach poza miasto, gdzie nie ma serwisów rowerowych ani ludzi, od których można pożyczyć narzędzia. Awaria w takiej lokacji może oznaczać spore kłopoty i choć pozbycie się usterki możliwe byłoby po dokręceniu dosłownie jednej śrubki, bez odpowiedniego klucza imbusowego nie będzie to możliwe.Model wyróżnia się solidnym, stalowym korpusem, który dobrze zniesie intensywne użytkowanie. Sporą zaletę stanowi również niewielki rozmiar umożliwiający przewiezienie go w kieszeni, torbie rowerowej lub plecaku. Do dyspozycji użytkownika jest 8 różnych przyrządów, które rozkłada się w prosty i błyskawiczny sposób. Dzięki temu w dowolnej chwili będziesz mieć możliwość dokonania drobnych napraw i regulacji w swoim jednośladzie.Eyen Hexy S8 zawiera:;https://www.centrumrowerowe.pl/photo/product/eyen-hexy-s8-2-161984-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/eyen-hexy-s8-2-161984-f-sk7-w780-h554_2.png;EYEN;Multitool EYEN Hexy S8;DD161984;5;2.066;29.99
1;1;narzedzia-rowerowe;Color:czarny:0;5;;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-152-2-115589-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-152-2-115589-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do piast BIKE HAND YC-152;DD115589;6;2.938;25.99
1;1;narzedzia-rowerowe;Color:czarny:0;9;Klucz 2w1 Solid I przydaje się do odkręcania oraz przykręcania mechanizmów korbowych. Służą do tego dwie końcówki: imbusowa w rozmiarze 8 mm i nasadowa – 14 mm. Długie ramię narzędzia wraz z wygodną rączką zapobiega wrzynaniu się podczas pracy, co przykłada się na wysoki komfort.Kluczowe informacje:Marka+EYENPolska marka specjalizująca się w produkcji odzieży, akcesoriów oraz części rowerowych, przeznaczonych zarówno dla osób jeżdżących rekreacyjnie, jak i entuzjastów kolarstwa.;https://www.centrumrowerowe.pl/photo/product/eyen-solid-i-2-197768-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/eyen-solid-i-2-197768-f-sk7-w780-h554_2.png;EYEN;Klucz do korb EYEN Solid I;DD197768;6;1.78;34.99
1;1;narzedzia-rowerowe;Color:czarny:0;10;\r\nBike Hand YC-335ST to klucz do łańcucha z rączką w kształcie łyżek do opon. Dzięki temu narzędzie nadaje się zarówno do otwierania, jak i zamykania spinek oraz wymiany ogumienia.  \r\n;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-335st-2-126256-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-335st-2-126256-f-sk7-w780-h554_2.png;BIKE HAND;Szczypce do rozpinania spinek łańcucha BIKE HAND YC-335ST;DD126256;5;0.772;32.99
1;1;narzedzia-rowerowe;Color:srebrny:0;6;Wysokiej jakości klucz przeznaczony do kontrowania piast. Idealny zarówno dla mechaników jak i do amatorskiego, okazjonalnego użytku.Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach.Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.;https://www.centrumrowerowe.pl/photo/product/park-tool-dcw-2-4038-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-dcw-2-4038-f-sk7-w780-h554_2.png;PARK TOOL;Klucz do piast PARK TOOL DCW;DD4038;8;0.86;34.99
