Active;Available_for_order;Categories;Color;Delivery_time_of_in_stock_products;Description;Image_URLs;Manufacturer;Name;Product_ID;Quantity;Weight;Wholesale_price
1;1;stojaki serwisowe na rower;Color:niebieski:0;8;\r\nSkładany stojak montażowy PCS-4-2 od Park Tool pozwala na wygodne ustawienie roweru. Możliwość regulacji wysokości urządzenia. \r\n\r\n;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-2-2-99020-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-2-2-99020-f-sk7-w780-h554_1.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-4-2;DD99020;9;0.059;1 899.99
1;1;stojaki serwisowe na rower;Color:czerwony:0;5;Aby sprawnie i wygodnie przeprowadzić serwis roweru niezbędny jest odpowiedni stojak. Feedback Sports Pro Mechanic to następca cieszącego się dobrą reputacją modelu Pro Elite. W nowej odsłonie konstrukcję poddano dodatkowym ulepszeniom, dzięki czemu jeszcze lepiej sprawdzi się zarówno w warsztacie domowym, jak i komercyjnym. Amerykański producent zadbał, aby sprzęt był nie tylko łatwy w użytkowaniu, ale również w przechowywaniu i transporcie. Stosunkowo lekka masa (ok. 5,7 kg) sprawi, że bez przewieziesz go w dowolne miejsce.Najważniejsze cechy Zacisk wyposażony został w specjalny mechanizm zapadkowy z mikroregulacją, pozwalając na dokładne dopasowanie siły trzymania do ramy, zapobiegając jej uszkodzeniu. Ma również wygodne w obsłudze pokrętło. Dzięki niemu zamocowanie roweru i jego zwolnienie może odbywać się przy udziale jednej ręki.Projektanci zadbali o jak najwyższy komfort użytkowania. Dlatego głowica obraca się o 360°, co oznacza, że można obracać ją wokół jej własnej osi. Pozwoli Ci to zmieniać pozycję roweru, dostosowując ją do swoich preferencji. Uchwyt na rower można złożyć, dzięki czemu łatwiej jest przenosić i przechowywać stojak.Stojak utrzymujący rower w czasie czynności serwisowych powinien być trwały. Dlatego Feedback Sport Pro Mechanic powstał z solidnego, anodowanego stopu aluminium 6061 T6. Dzięki temu jest niezwykle lekki, bardzo wytrzymały oraz odporny na korozję. Wyposażono go też w mocne, metalowe złącza i praktyczne szybkozamykacze.Podstawa stojaka składa się z trzech, mocnych ramion. Każde z nich wykończono gumową zaślepką, co zapobiega ślizganiu się i przesuwaniu po podłodze. Taka konstrukcja przekłada się na doskonałą stabilność i pozwala na przeprowadzanie precyzyjnych prac serwisowych. Warto zaznaczyć, że podstawę można łatwo złożyć, co ułatwi transport stojaka.Marka+Feedback SportsFeedback Sports to renomowana marka produkująca wysokiej jakości \r\nnarzędzia i akcesoria rowerowe. Jest ona ceniona ze względu na innowacyjne i funkcjonalne produkty przydające się amatorom, zawodowcom oraz mechanikom rowerowym. Dba ona o trwałość swoich wyrobów, stosuje wysokiej jakości materiały, co przekłada się na ich długotrwałe i niezawodne działanie.;https://www.centrumrowerowe.pl/photo/product/feedback-pro-mechanic-2-203500-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-pro-mechanic-2-203500-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Pro Mechanic;DD203500;2;2.481;1 899.99
1;1;narzÄ™dzia-rowerowe;Color:niebieski:0;5;Zestaw kluczy imbusowych AWS-10 stworzony przez markę Park Tool posiada siedem funkcji. Dzięki niewielkim rozmiarom nadaje się do zabierania na wycieczki rowerowe. ;https://www.centrumrowerowe.pl/photo/product/park-tool-aws-10-2-4112-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-aws-10-2-4112-f-sk7-w780-h554_1.png;PARK TOOL;Multitool PARK TOOL AWS-10;DD4112;10;0.384;46.99
1;1;narzÄ™dzia-rowerowe;Color:biały-czarny-niebieski:0;2;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-15-2-4071-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-15-2-4071-f-sk7-w780-h554_1.png;PARK TOOL;Klucz do piast PARK TOOL SCW-15;DD4071;4;0.629;46.99
1;1;narzÄ™dzia-rowerowe;Color:biały-czarny-niebieski:0;8;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-21-2-29217-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-21-2-29217-f-sk7-w780-h554_1.png;PARK TOOL;Klucz do piast PARK TOOL SCW-21;DD29217;7;1.433;46.99
1;1;stojaki serwisowe na rower;Color:czarny-niebieski:0;10;Chcesz sprawnie wymienić napęd w swoim rowerze? A może nasmarować łańcuch w komfortowych warunkach? Stojak serwisowy Park Tool PRS-26 pozwoli Ci w bezpieczny sposób utrzymać rower, zarówno klasyczny, jak i elektryczny. Ma składaną konstrukcję, dlatego możesz używać jej kiedy tylko potrzebujesz. Rozłożenie trwa zaledwie chwilę, dlatego błyskawicznie przygotujesz stanowisko do naprawy i wymiany części. Park Tool PRS-26 przeznaczony jest też do bardziej zaawansowanych prac mechaników, którzy zajmują się naprawą rowerów o wyścigowym charakterze. Złożony stojak serwisowy możesz przetransportować w bagażniku samochodu.Cała konstrukcja bazuje na solidnej podstawie, która składa się z trzech nóg. Górną część z zaciskiem możesz dowolnie regulować. Jest ona kompatybilna z rurami o średnicy od 22 do 76 mm. Stojak serwisowy Park Tool PRS-26 wykonany jest z aluminium 6063 T6 oraz kompozytu. Dzięki temu wytrzymałość idzie w parze z lekkością. Maksymalna waga roweru to 36 kilogramów. ;https://www.centrumrowerowe.pl/photo/product/park-tool-prs-26-2-194387-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-prs-26-2-194387-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PRS-26;DD194387;3;2.249;2 299.99
1;1;narzÄ™dzia-rowerowe;Color:biały-czarny-niebieski:0;6;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-16-2-4072-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-16-2-4072-f-sk7-w780-h554_1.png;PARK TOOL;Klucz do piast PARK TOOL SCW-16;DD4072;7;2.097;46.99
1;1;narzÄ™dzia-rowerowe;Color:czarny:0;9;\r\nKlucz wielowpustowy BBT-5 od Park Tool do serwisu wkładów suportów, kaset oraz pierścieni kontrujących. Kompatybilny z różnymi rodzajami wkładów.   \r\n\r\n;https://www.centrumrowerowe.pl/photo/product/park-tool-bbt-5-2-4056-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-bbt-5-2-4056-f-sk7-w780-h554_1.png;PARK TOOL;Klucz do kaset PARK TOOL BBT- 5;DD4056;7;0.547;47.99
1;1;narzÄ™dzia-rowerowe;Color:biały-czarny-niebieski:0;2;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-14-2-4070-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-14-2-4070-f-sk7-w780-h554_1.png;PARK TOOL;Klucz do piast PARK TOOL SCW-14;DD4070;10;1.977;49.99
1;1;narzÄ™dzia-rowerowe;Color:biały-czarny-czerwony-srebrny:0;3;;https://www.centrumrowerowe.pl/photo/product/kellys-chainey-2-61181-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/kellys-chainey-2-61181-f-sk7-w780-h554_1.png;KELLYS;Multitool KELLYS Chainey;DD61181;6;0.015;47.99
1;1;narzÄ™dzia-rowerowe;Color:szary:0;5;Mały podręczny, extremalnie wytrzymały narzędziownik. Dożywotnia gwarancja.  Multi 5 waży zaledwie 85 g i zawiera 5 kluczy. Korpus wykonano z wytrzymałego aluminium 6061-t6, a narzędzia z bardzo wytrzymałej stali 6050.\r\n;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-105360-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-105360-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 5;DD105360;6;1.44;49.99
1;1;narzÄ™dzia-rowerowe;Color:czarny:0;5;;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-126-2a-2-191-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-126-2a-2-191-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do kaset BIKE HAND YC-126-2A;DD191;7;2.63;49.99
1;0;narzÄ™dzia-rowerowe;Color:czarny:0;7;Lezyne Rap II 6 to mały multitool z oferty cenionego, amerykańskiego producenta. Idealnie wpisuje się w potrzeby rowerzystów poszukujących minimalistycznego, lekkiego i bardzo praktycznego narzędziownika. Niewielkie rozmiary sprawiają, że zmieści się on w każdej kieszeni lub nawet najmniejszej torbie podsiodłowej.Sześć zawartych w tym produkcie kluczy pozwala na wygodną regulację podstawowych elementów roweru. Wersję Rap II 6 warto zabrać ze sobą w każdą podróż, ponieważ stanowi minimum wyposażenia, które pozwala sobie poradzić z drobnymi awariami na trasie.Znakiem rozpoznawczym serii Lezyne Rap II są narzędzia z wytrzymałej oraz twardej stali CrV. Pokryto je specjalną warstwą Black Anti-Corrosion, która dodatkowo zabezpiecza materiał przed korodowaniem. Dzięki temu produkt można przechowywać w wilgotnych warunkach - np. w torbie podsiodłowej uszytej z przepuszczającej wodę tkaniny. Multitool wyróżnia się również dłuższymi niż standardowo końcówkami. Takie rozwiązania ułatwia luzowanie mocno dokręconych śrub.W ciekawy sposób zaprojektowano obudowę. Powstała ona z anodowanego na czarno aluminium. Takie rozwiązanie pozwoliło marce Lezyne na znaczne zmniejszenie masy produktu. Ergonomiczny kształt płyt bocznych zapewnia mocny chwyt i zapobiega ślizganiu się narzędzia przy pracy.Narzędzia dostępne w zestawie:Zalety multitoola od Lezyne przedstawia poniższy film.;https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-6-2-164384-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-6-2-164384-f-sk7-w780-h554_2.png;LEZYNE;Multitool LEZYNE Rap II 6;DD164384;0;1.339;49.99
1;1;stojaki serwisowe na rower;Color:niebieski:0;8;Składany stojak montażowy PCS-4-1 od Park Tool pozwala na wygodne ustawienie roweru. Ramię wykonane z duraluminium obraca się o 360 stopni.;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-1-2-4614-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-4-1-2-4614-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-4-1;DD4614;7;0.933;1 799.99
1;0;stojaki serwisowe na rower;Color:czerwony:0;8;Niezwykle lekki i stabilny stojak serwisowy marki Feedback. Regulowana wysokość wraz z obrotową głowicą zdecydowanie podniosą komfort Twojej pracy. Z kolei maksymalny udźwig do 38 kg pozwoli na serwisowanie nawet ciężkich rowerów elektrycznych.;https://www.centrumrowerowe.pl/photo/product/feedback-ultralight-2-99786-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/feedback-ultralight-2-99786-f-sk7-w780-h554_2.png;FEEDBACK;Stojak serwisowy FEEDBACK Ultralight;DD99786;0;2.525;1 389.99
